	Fl_1	Fl_10	Fl_11	Fl_12	Fl_13	Fl_14	Fl_15	Fl_16	Fl_17	Fl_18	Fl_19	Fl_2	Fl_3	Fl_4	Fl_5	Fl_6	Fl_7	Fl_8	Fl_9	Fl_Arg_1	Fl_Arg_10	Fl_Arg_11	Fl_Arg_12	Fl_Arg_13	Fl_Arg_14	Fl_Arg_15	Fl_Arg_16	Fl_Arg_17	Fl_Arg_18	Fl_Arg_19	Fl_Arg_2	Fl_Arg_3	Fl_Arg_4	Fl_Arg_5	Fl_Arg_6	Fl_Arg_7	Fl_Arg_8	Fl_Arg_9
57a15e7050d70f52d15e51a436bb771d	0.0	62.0	0.0	0.0	0.0	122.0	0.0	80.0	0.0	23.0	0.0	0.0	26.0	67.0	89.0	57.0	97.0	0.0	0.0	36.0	0.0	182.0	155.0	92.0	0.0	0.0	95.0	0.0	78.0	101.0	97.0	0.0	103.0	36.0	59.0	107.0	0.0	174.0
3127cbe9c8c1456fa63f2fc50444c78c	68.0	39.0	0.0	46.0	0.0	0.0	18.0	0.0	0.0	32.0	51.0	161.0	73.0	49.0	0.0	0.0	62.0	89.0	0.0	72.0	89.0	56.0	0.0	36.0	31.0	55.0	0.0	35.0	84.0	0.0	0.0	131.0	43.0	21.0	46.0	93.0	436.0	0.0
6b7ec7c95391cc913216768479a8648b	36.0	54.0	37.0	10.0	44.0	215.0	20.0	41.0	93.0	36.0	24.0	0.0	63.0	50.0	37.0	65.0	20.0	0.0	39.0	42.0	66.0	0.0	35.0	191.0	27.0	18.0	35.0	0.0	343.0	34.0	0.0	23.0	42.0	0.0	43.0	38.0	0.0	57.0
db217388ae72fcf787f2fb76c2d3940c	67.0	0.0	0.0	38.0	0.0	0.0	55.0	0.0	0.0	35.0	56.0	38.0	95.0	0.0	0.0	0.0	68.0	105.0	0.0	193.0	20.0	104.0	53.0	0.0	0.0	99.0	39.0	0.0	108.0	32.0	0.0	0.0	0.0	0.0	36.0	176.0	395.0	0.0
fed6b03b595402393a6f409dd0245fd9	0.0	0.0	0.0	55.0	92.0	96.0	40.0	56.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	67.0	79.0	0.0	92.0	61.0	0.0	46.0	67.0	81.0	80.0	91.0	72.0	148.0	0.0	146.0	126.0	45.0	0.0	134.0	0.0
bb98c543d89ba52578fe1ad1dc1010c1	0.0	56.0	24.0	0.0	0.0	101.0	0.0	12.0	81.0	0.0	30.0	0.0	85.0	77.0	114.0	29.0	39.0	41.0	108.0	0.0	27.0	104.0	56.0	76.0	35.0	0.0	47.0	7.0	38.0	78.0	36.0	0.0	216.0	36.0	56.0	0.0	0.0	191.0
34682cf3499076b169312d3db0750d42	39.0	0.0	177.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	113.0	0.0	0.0	158.0	0.0	0.0	102.0	0.0	0.0	28.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	211.0	0.0	0.0	0.0	754.0	0.0	96.0	0.0	0.0
195fb86ca9c240cc2c5c8ca635c727db	33.0	52.0	43.0	11.0	46.0	267.0	21.0	45.0	0.0	48.0	14.0	0.0	63.0	53.0	25.0	76.0	13.0	0.0	50.0	48.0	81.0	0.0	0.0	200.0	0.0	18.0	29.0	0.0	379.0	20.0	0.0	50.0	22.0	47.0	0.0	8.0	0.0	0.0
6977f8a386276ef83f86770fb7a8723d	0.0	61.0	0.0	134.0	0.0	0.0	0.0	0.0	58.0	92.0	64.0	237.0	128.0	73.0	0.0	0.0	0.0	244.0	0.0	0.0	0.0	0.0	0.0	146.0	0.0	0.0	0.0	0.0	58.0	0.0	68.0	133.0	0.0	54.0	96.0	56.0	59.0	0.0
446b3a9e8fdc18e5229e8841214cc8f4	33.0	122.0	0.0	24.0	38.0	606.0	31.0	0.0	17.0	60.0	28.0	0.0	0.0	49.0	74.0	0.0	71.0	21.0	6.0	0.0	31.0	0.0	43.0	205.0	22.0	72.0	0.0	0.0	21.0	26.0	36.0	36.0	25.0	0.0	0.0	54.0	0.0	0.0
b06662aadd74dc954c5eb128faa305d9	0.0	78.0	0.0	128.0	0.0	0.0	0.0	0.0	41.0	110.0	61.0	197.0	0.0	34.0	0.0	0.0	0.0	201.0	0.0	0.0	0.0	63.0	77.0	188.0	0.0	0.0	0.0	0.0	56.0	0.0	36.0	125.0	97.0	51.0	0.0	53.0	74.0	70.0
8e9d526c5dd2bcf0f11ba9cf41f76843	0.0	0.0	133.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	111.0	0.0	0.0	147.0	0.0	0.0	102.0	0.0	0.0	23.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	228.0	0.0	0.0	0.0	743.0	0.0	86.0	0.0	57.0
13f1e447fbe84af8c227d765e2a0469c	49.0	0.0	23.0	57.0	164.0	173.0	34.0	27.0	108.0	36.0	0.0	30.0	64.0	113.0	45.0	87.0	29.0	44.0	72.0	0.0	0.0	0.0	0.0	46.0	95.0	0.0	71.0	0.0	0.0	0.0	0.0	75.0	62.0	0.0	0.0	123.0	53.0	51.0
c4dddd69f194572102a93d32826844ed	0.0	28.0	0.0	0.0	49.0	70.0	32.0	47.0	0.0	59.0	39.0	16.0	28.0	59.0	46.0	75.0	46.0	42.0	0.0	49.0	70.0	33.0	120.0	0.0	59.0	79.0	28.0	186.0	65.0	0.0	62.0	0.0	0.0	86.0	56.0	26.0	103.0	62.0
dbb0f6179ff3e05371bab6b97b5c6f03	43.0	92.0	0.0	61.0	0.0	21.0	0.0	44.0	0.0	82.0	43.0	132.0	60.0	0.0	0.0	0.0	112.0	39.0	36.0	53.0	51.0	98.0	92.0	80.0	81.0	64.0	37.0	41.0	44.0	0.0	0.0	98.0	0.0	0.0	69.0	0.0	137.0	0.0
1c1464c6020b9711cf2c1ad245321476	0.0	54.0	55.0	57.0	26.0	99.0	0.0	31.0	83.0	0.0	0.0	0.0	0.0	64.0	123.0	29.0	61.0	0.0	80.0	0.0	0.0	96.0	87.0	0.0	0.0	0.0	46.0	5.0	0.0	0.0	37.0	0.0	233.0	54.0	77.0	57.0	64.0	190.0
be5c431fa4814cd04ffa1e4b54b3f8a1	0.0	61.0	0.0	30.0	0.0	119.0	0.0	70.0	0.0	0.0	0.0	0.0	91.0	38.0	0.0	58.0	0.0	0.0	32.0	74.0	0.0	187.0	129.0	34.0	0.0	0.0	85.0	0.0	78.0	64.0	100.0	65.0	99.0	0.0	44.0	85.0	0.0	162.0
1c286a0bf236490ed392962babbbd021	0.0	0.0	0.0	65.0	118.0	118.0	70.0	46.0	27.0	0.0	0.0	0.0	30.0	0.0	118.0	59.0	62.0	0.0	20.0	28.0	0.0	83.0	39.0	0.0	48.0	47.0	57.0	72.0	40.0	48.0	136.0	45.0	104.0	102.0	24.0	0.0	92.0	0.0
d28f4febb5e34602db7fe01349a1daaf	0.0	69.0	66.0	45.0	39.0	394.0	19.0	38.0	0.0	19.0	87.0	35.0	77.0	93.0	0.0	0.0	78.0	74.0	81.0	0.0	0.0	0.0	0.0	58.0	58.0	0.0	41.0	0.0	51.0	0.0	0.0	60.0	55.0	96.0	0.0	0.0	52.0	0.0
17755cd5fb2f3bb3cbd3d58bf36fad95	114.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	70.0	78.0	0.0	57.0	0.0	41.0	0.0	76.0	0.0	80.0	0.0	51.0	0.0	0.0	0.0	113.0	0.0	106.0	0.0	0.0	0.0	78.0	53.0	123.0	86.0	95.0	285.0	101.0
be44120c3361cbcd458e9a49adc20400	27.0	0.0	72.0	53.0	0.0	0.0	47.0	0.0	0.0	35.0	66.0	8.0	26.0	0.0	0.0	59.0	59.0	36.0	0.0	161.0	0.0	104.0	43.0	84.0	0.0	71.0	0.0	0.0	67.0	84.0	0.0	67.0	0.0	0.0	45.0	139.0	316.0	0.0
38866c0baa0dd27d018697954d2e99b7	0.0	50.0	0.0	20.0	0.0	147.0	0.0	70.0	0.0	0.0	0.0	0.0	84.0	39.0	0.0	68.0	0.0	0.0	57.0	72.0	0.0	182.0	139.0	31.0	0.0	0.0	70.0	0.0	74.0	49.0	105.0	44.0	93.0	0.0	41.0	63.0	0.0	163.0
be4b7d302309f2157bd86e1a9ffab615	118.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	57.0	54.0	0.0	69.0	0.0	51.0	0.0	81.0	0.0	81.0	0.0	35.0	0.0	0.0	0.0	107.0	0.0	107.0	0.0	0.0	0.0	87.0	64.0	138.0	67.0	84.0	282.0	104.0
c14f2033430062f25327da0c877a4f4b	0.0	38.0	16.0	0.0	0.0	85.0	0.0	25.0	65.0	0.0	32.0	0.0	90.0	53.0	93.0	27.0	32.0	46.0	74.0	0.0	34.0	87.0	49.0	80.0	14.0	0.0	56.0	6.0	30.0	79.0	37.0	0.0	190.0	41.0	43.0	0.0	0.0	150.0
340e82023100f21aace042a25b67ed9d	0.0	34.0	0.0	0.0	0.0	19.0	54.0	42.0	65.0	0.0	90.0	112.0	0.0	0.0	0.0	0.0	0.0	54.0	59.0	22.0	0.0	0.0	0.0	53.0	0.0	133.0	0.0	72.0	0.0	47.0	0.0	83.0	0.0	85.0	85.0	0.0	454.0	0.0
2913d66f9ecaef3f761f35dd56dd8ee2	29.0	73.0	0.0	69.0	0.0	145.0	0.0	56.0	0.0	48.0	68.0	39.0	0.0	182.0	0.0	44.0	0.0	0.0	0.0	43.0	0.0	70.0	43.0	0.0	97.0	51.0	26.0	0.0	0.0	39.0	0.0	94.0	0.0	85.0	106.0	0.0	82.0	65.0
86d6c1d866afbedc86a26038fa19070d	0.0	68.0	0.0	30.0	0.0	0.0	54.0	0.0	126.0	0.0	48.0	64.0	0.0	64.0	0.0	0.0	0.0	48.0	0.0	23.0	0.0	103.0	0.0	0.0	0.0	92.0	0.0	94.0	0.0	153.0	0.0	81.0	0.0	124.0	0.0	0.0	270.0	110.0
fe9e397578d80d1805c72682193f4aa5	0.0	70.0	0.0	107.0	0.0	0.0	0.0	0.0	70.0	71.0	51.0	194.0	106.0	54.0	0.0	0.0	0.0	179.0	0.0	0.0	0.0	0.0	0.0	190.0	0.0	0.0	0.0	0.0	42.0	0.0	62.0	118.0	0.0	30.0	91.0	46.0	65.0	0.0
4d0f57e731f9457c313fd0c74890ed7f	0.0	0.0	67.0	0.0	0.0	48.0	264.0	0.0	108.0	30.0	87.0	0.0	30.0	0.0	0.0	0.0	0.0	35.0	43.0	0.0	99.0	0.0	82.0	29.0	0.0	314.0	0.0	0.0	0.0	176.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0
53ea9eb7d468a04cf4cb67fa8eb6882b	30.0	0.0	84.0	38.0	0.0	0.0	61.0	0.0	0.0	33.0	42.0	16.0	18.0	0.0	0.0	49.0	46.0	35.0	0.0	124.0	0.0	73.0	53.0	56.0	0.0	70.0	0.0	0.0	73.0	84.0	0.0	55.0	48.0	0.0	44.0	94.0	269.0	22.0
8c6eb8b8e8e3bc21d5ac25bf6b2a54c5	0.0	51.0	0.0	30.0	0.0	0.0	56.0	0.0	133.0	0.0	35.0	47.0	0.0	67.0	0.0	0.0	0.0	48.0	0.0	34.0	0.0	59.0	0.0	0.0	0.0	90.0	0.0	105.0	0.0	154.0	0.0	69.0	0.0	124.0	0.0	0.0	302.0	110.0
a7d56c9450ea429ca13f983e7de906ba	0.0	28.0	57.0	0.0	0.0	120.0	0.0	49.0	0.0	130.0	0.0	0.0	0.0	78.0	0.0	44.0	0.0	0.0	61.0	45.0	45.0	140.0	78.0	26.0	0.0	0.0	65.0	0.0	60.0	77.0	90.0	0.0	74.0	0.0	33.0	87.0	0.0	126.0
a518d55c7e01a6f7cef0ca3e25b20ca9	0.0	72.0	87.0	0.0	0.0	81.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	92.0	24.0	70.0	0.0	106.0	39.0	26.0	83.0	0.0	0.0	89.0	61.0	0.0	58.0	96.0	0.0	0.0	26.0	153.0	75.0	62.0	12.0	107.0
f513fb9dc989d132b7749a085832aabf	60.0	45.0	0.0	0.0	0.0	25.0	46.0	0.0	79.0	39.0	73.0	123.0	0.0	0.0	0.0	0.0	0.0	53.0	64.0	0.0	0.0	0.0	0.0	30.0	0.0	139.0	0.0	0.0	0.0	58.0	0.0	84.0	103.0	0.0	0.0	0.0	459.0	0.0
f5beb5a70cac4710f5678719525ce04f	0.0	0.0	79.0	0.0	0.0	52.0	254.0	0.0	72.0	23.0	87.0	0.0	19.0	0.0	0.0	0.0	0.0	34.0	42.0	0.0	90.0	0.0	83.0	17.0	0.0	342.0	0.0	0.0	0.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	131.0	0.0
6ca02024e234ad750e3c8fd3fd48ac60	0.0	0.0	0.0	0.0	60.0	289.0	37.0	47.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	73.0	0.0	0.0	39.0	73.0	68.0	0.0	96.0	36.0	72.0	0.0	105.0	67.0	85.0	0.0	36.0	64.0	0.0	99.0	0.0
9eee0c09b26d4b95a670653cbf4195c4	38.0	56.0	0.0	54.0	0.0	19.0	0.0	0.0	90.0	60.0	40.0	115.0	56.0	74.0	0.0	0.0	0.0	35.0	32.0	65.0	0.0	0.0	0.0	88.0	0.0	93.0	0.0	42.0	25.0	99.0	0.0	65.0	0.0	114.0	0.0	55.0	131.0	0.0
e37dc3aa621be8cd596e0ab5bcbb6e5f	0.0	0.0	0.0	0.0	60.0	272.0	32.0	21.0	71.0	0.0	0.0	52.0	70.0	42.0	0.0	0.0	0.0	0.0	61.0	0.0	66.0	0.0	75.0	0.0	0.0	0.0	36.0	39.0	67.0	113.0	67.0	0.0	82.0	77.0	0.0	42.0	86.0	0.0
d1579793a11f46602313ea39a6fc935b	26.0	0.0	28.0	44.0	0.0	60.0	57.0	0.0	0.0	25.0	97.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	146.0	0.0	73.0	89.0	24.0	0.0	73.0	51.0	0.0	78.0	0.0	0.0	48.0	0.0	0.0	74.0	107.0	277.0	0.0
f189cb0e143460125df965a937efff26	17.0	35.0	0.0	0.0	0.0	59.0	66.0	0.0	62.0	23.0	63.0	98.0	0.0	78.0	0.0	0.0	0.0	33.0	61.0	76.0	0.0	78.0	0.0	40.0	0.0	104.0	0.0	0.0	0.0	25.0	0.0	71.0	0.0	0.0	51.0	0.0	382.0	0.0
6e204ee2adc9ae27b065b34113b78576	0.0	0.0	48.0	43.0	148.0	241.0	51.0	46.0	0.0	66.0	0.0	48.0	44.0	101.0	62.0	71.0	26.0	42.0	44.0	0.0	0.0	19.0	0.0	56.0	55.0	0.0	0.0	0.0	83.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	53.0	0.0
8787318cdcd6dceeba71da432ddcf0fd	65.0	31.0	13.0	74.0	0.0	125.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	35.0	128.0	48.0	45.0	0.0	63.0	0.0	0.0	72.0	37.0	0.0	0.0	0.0	43.0	5.0	0.0	0.0	76.0	0.0	160.0	51.0	63.0	0.0	72.0	142.0
0ea1540e9b05d996185d949ce66a4c26	420.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	22.0	32.0	0.0	0.0	24.0	0.0	0.0	43.0	11.0	33.0	8.0	313.0	0.0	57.0	0.0	0.0	0.0	47.0	0.0	0.0	221.0	40.0	0.0	4.0	0.0	0.0	0.0	74.0	25.0	0.0
cf1b66b2ac0f684930bf54770caa6c9f	0.0	0.0	62.0	48.0	61.0	434.0	72.0	28.0	0.0	44.0	61.0	23.0	0.0	51.0	0.0	0.0	43.0	59.0	50.0	0.0	47.0	0.0	0.0	53.0	23.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	59.0	0.0	0.0	84.0	25.0	0.0
a7bf01692560159d2772d76a1fa49520	49.0	70.0	0.0	52.0	0.0	17.0	0.0	0.0	75.0	77.0	21.0	98.0	70.0	77.0	0.0	0.0	0.0	23.0	35.0	42.0	0.0	0.0	0.0	79.0	0.0	52.0	0.0	33.0	35.0	111.0	0.0	73.0	0.0	113.0	0.0	62.0	96.0	0.0
22a72ba91ecb042bb9caebae5cf5ff2a	0.0	0.0	0.0	0.0	45.0	305.0	46.0	51.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	66.0	0.0	0.0	40.0	64.0	72.0	0.0	105.0	41.0	49.0	0.0	103.0	42.0	85.0	0.0	41.0	0.0	0.0	90.0	0.0
55a7e2f1aa608a0110c63b9ecd142261	0.0	25.0	0.0	0.0	0.0	18.0	55.0	0.0	64.0	0.0	91.0	101.0	0.0	0.0	0.0	0.0	0.0	36.0	53.0	29.0	0.0	0.0	0.0	57.0	0.0	95.0	0.0	68.0	0.0	39.0	0.0	53.0	0.0	76.0	94.0	0.0	404.0	0.0
d866e2fbaa7f6b77d7c2b5b3c243172c	0.0	52.0	0.0	149.0	0.0	0.0	72.0	49.0	35.0	95.0	49.0	185.0	0.0	38.0	0.0	0.0	0.0	152.0	0.0	0.0	0.0	0.0	0.0	165.0	0.0	0.0	0.0	0.0	23.0	0.0	27.0	143.0	0.0	49.0	0.0	19.0	51.0	0.0
cd651d986943555af885551108ad7250	44.0	0.0	0.0	52.0	40.0	0.0	0.0	46.0	0.0	29.0	0.0	0.0	0.0	189.0	0.0	0.0	0.0	0.0	90.0	63.0	50.0	45.0	0.0	0.0	85.0	56.0	72.0	0.0	0.0	56.0	51.0	0.0	0.0	383.0	0.0	0.0	0.0	0.0
f7c85269b43c30cbd2831b7d8fb1f5b3	36.0	0.0	65.0	95.0	0.0	25.0	0.0	0.0	81.0	50.0	96.0	91.0	74.0	0.0	0.0	0.0	0.0	0.0	19.0	59.0	42.0	46.0	100.0	77.0	17.0	0.0	0.0	0.0	136.0	53.0	0.0	43.0	0.0	42.0	48.0	0.0	56.0	0.0
f7568c3f904adb5b69dc62727368d06b	0.0	105.0	20.0	26.0	122.0	194.0	34.0	57.0	0.0	54.0	0.0	61.0	17.0	70.0	43.0	66.0	60.0	36.0	51.0	0.0	78.0	0.0	0.0	36.0	0.0	50.0	0.0	0.0	0.0	44.0	0.0	84.0	0.0	0.0	0.0	0.0	30.0	0.0
3babecc3677fd7b6585753beb84c9ff7	45.0	49.0	0.0	46.0	0.0	38.0	86.0	63.0	14.0	63.0	81.0	81.0	50.0	23.0	32.0	0.0	51.0	41.0	36.0	51.0	0.0	0.0	23.0	55.0	0.0	38.0	82.0	68.0	36.0	0.0	36.0	55.0	0.0	0.0	0.0	0.0	92.0	0.0
be19af30af87720530ac5f72b816b7b6	0.0	0.0	0.0	0.0	62.0	275.0	35.0	23.0	57.0	0.0	0.0	0.0	60.0	44.0	0.0	0.0	0.0	0.0	50.0	0.0	58.0	0.0	59.0	0.0	0.0	0.0	34.0	48.0	90.0	87.0	60.0	0.0	82.0	102.0	0.0	0.0	109.0	0.0
4034ebf3579de32598275feed5d59b33	0.0	65.0	54.0	57.0	37.0	196.0	64.0	53.0	36.0	0.0	44.0	0.0	59.0	80.0	0.0	0.0	23.0	45.0	74.0	0.0	47.0	0.0	68.0	0.0	0.0	80.0	0.0	0.0	85.0	0.0	0.0	0.0	56.0	0.0	0.0	37.0	68.0	0.0
13c751fab4790d708addf2dc848a2670	461.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	54.0	33.0	0.0	0.0	18.0	0.0	0.0	43.0	15.0	42.0	11.0	319.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	213.0	36.0	0.0	3.0	0.0	0.0	0.0	58.0	11.0	0.0
1a0a673c34449d16b079562f8760a7e1	109.0	0.0	0.0	76.0	0.0	19.0	0.0	0.0	77.0	59.0	79.0	97.0	65.0	0.0	0.0	0.0	0.0	0.0	21.0	50.0	65.0	20.0	0.0	0.0	68.0	0.0	0.0	108.0	142.0	60.0	0.0	39.0	0.0	46.0	54.0	0.0	59.0	0.0
68b32c7ade0349fe4e14a42d2d52fba0	0.0	0.0	0.0	0.0	20.0	44.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	60.0	0.0	0.0	0.0	0.0	138.0	44.0	113.0	0.0	71.0	0.0	63.0	0.0	126.0	110.0	28.0	0.0	62.0	112.0	86.0	0.0	0.0	74.0
57026b0b73a7eb558ce0cb23146bb885	74.0	0.0	0.0	94.0	0.0	19.0	0.0	0.0	64.0	74.0	67.0	72.0	73.0	0.0	49.0	0.0	0.0	0.0	22.0	36.0	53.0	29.0	0.0	0.0	81.0	0.0	0.0	73.0	146.0	80.0	0.0	45.0	0.0	54.0	60.0	0.0	39.0	0.0
28094684428509f4fd91e972194df6b6	0.0	0.0	0.0	0.0	15.0	41.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	43.0	0.0	0.0	0.0	0.0	140.0	55.0	108.0	0.0	59.0	0.0	76.0	0.0	122.0	124.0	34.0	0.0	54.0	122.0	70.0	0.0	0.0	77.0
976cc809919acc5f1e8098422e8e5d11	0.0	0.0	0.0	0.0	0.0	50.0	32.0	19.0	0.0	0.0	0.0	0.0	111.0	54.0	0.0	0.0	48.0	0.0	0.0	99.0	76.0	0.0	75.0	0.0	73.0	0.0	68.0	60.0	77.0	0.0	62.0	0.0	0.0	151.0	38.0	60.0	27.0	114.0
d07dd984f103e7586c7fe7c027a50067	71.0	47.0	0.0	0.0	0.0	20.0	54.0	0.0	52.0	35.0	62.0	123.0	0.0	0.0	0.0	0.0	0.0	36.0	47.0	0.0	0.0	0.0	0.0	21.0	0.0	110.0	0.0	0.0	0.0	79.0	0.0	55.0	73.0	0.0	0.0	0.0	398.0	0.0
712be55fb081f749aeb3f9bc0b10d626	0.0	0.0	59.0	43.0	0.0	407.0	28.0	42.0	0.0	23.0	59.0	24.0	50.0	56.0	0.0	0.0	43.0	65.0	39.0	0.0	0.0	0.0	69.0	44.0	0.0	0.0	0.0	34.0	52.0	0.0	0.0	40.0	31.0	0.0	0.0	0.0	67.0	0.0
be374c82fef37ed5c398250e58fe2bb3	44.0	0.0	0.0	48.0	34.0	0.0	0.0	62.0	0.0	23.0	0.0	0.0	0.0	204.0	0.0	0.0	0.0	0.0	81.0	52.0	47.0	50.0	0.0	0.0	79.0	51.0	48.0	0.0	0.0	60.0	43.0	0.0	0.0	337.0	0.0	0.0	0.0	0.0
a47fb4f3e082ef821b308360488cd8dd	44.0	0.0	0.0	35.0	149.0	159.0	56.0	47.0	0.0	42.0	24.0	34.0	0.0	75.0	44.0	61.0	0.0	47.0	56.0	65.0	0.0	0.0	87.0	63.0	0.0	0.0	0.0	0.0	11.0	0.0	59.0	48.0	0.0	0.0	0.0	0.0	55.0	0.0
47f81a8d48eb340b188befc3f73888d5	85.0	48.0	70.0	65.0	0.0	39.0	0.0	0.0	0.0	78.0	81.0	87.0	49.0	40.0	0.0	0.0	0.0	45.0	39.0	41.0	0.0	0.0	0.0	72.0	0.0	67.0	0.0	37.0	44.0	0.0	0.0	85.0	0.0	64.0	0.0	14.0	105.0	0.0
c07a5658fdfb4da1c8aafe7d0a645df2	0.0	0.0	0.0	0.0	0.0	52.0	39.0	25.0	0.0	0.0	0.0	0.0	84.0	45.0	0.0	0.0	47.0	0.0	0.0	82.0	79.0	0.0	82.0	0.0	60.0	0.0	69.0	59.0	77.0	0.0	79.0	0.0	0.0	134.0	36.0	69.0	35.0	81.0
d14e9daf89e5a105859b3f769ce1a09f	0.0	69.0	42.0	43.0	48.0	188.0	57.0	44.0	28.0	0.0	36.0	0.0	50.0	87.0	0.0	0.0	19.0	61.0	43.0	0.0	52.0	0.0	52.0	0.0	0.0	75.0	0.0	0.0	73.0	0.0	0.0	0.0	66.0	0.0	0.0	29.0	57.0	0.0
436480f6f5e0adf688ab011cce43da24	79.0	31.0	0.0	80.0	69.0	36.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	56.0	42.0	0.0	75.0	0.0	0.0	134.0	0.0	130.0	0.0	0.0	0.0	57.0	0.0	97.0	77.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0
578683287b19ea5d187806f82b7a0cdd	0.0	0.0	127.0	39.0	0.0	100.0	0.0	0.0	59.0	49.0	0.0	0.0	0.0	0.0	65.0	96.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	159.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	68.0	0.0	0.0	97.0	0.0	198.0	0.0
84c4478daaaa26a7615638daff706155	0.0	79.0	20.0	0.0	0.0	108.0	0.0	80.0	0.0	0.0	70.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	157.0	73.0	0.0	0.0	0.0	64.0	0.0	40.0	0.0	71.0	0.0	71.0	0.0	73.0	74.0	0.0	118.0
0c4ebad1157ebfedb92c51a18391f9a6	59.0	0.0	0.0	27.0	0.0	46.0	39.0	66.0	0.0	14.0	62.0	50.0	22.0	76.0	0.0	52.0	0.0	0.0	73.0	32.0	71.0	38.0	49.0	0.0	0.0	80.0	81.0	0.0	94.0	0.0	0.0	33.0	0.0	42.0	0.0	0.0	60.0	0.0
dd15b445672c7d7b6108b9ba2d30a8f4	60.0	46.0	0.0	0.0	68.0	35.0	15.0	0.0	0.0	0.0	80.0	111.0	0.0	42.0	32.0	0.0	0.0	0.0	0.0	132.0	0.0	106.0	0.0	0.0	0.0	61.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	107.0	0.0	125.0	57.0	0.0
0019d0d0bd3d5879b037d3996b7e5587	89.0	21.0	0.0	64.0	65.0	30.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	48.0	35.0	0.0	87.0	0.0	0.0	119.0	0.0	125.0	0.0	43.0	0.0	54.0	0.0	103.0	77.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0
da72ee66f39ed9bb05a8074b42715e5a	50.0	0.0	0.0	0.0	27.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0	0.0	0.0	0.0	0.0	50.0	59.0	47.0	0.0	0.0	0.0	77.0	70.0	0.0	0.0	0.0	62.0	0.0	99.0	384.0	0.0	0.0	0.0	0.0
21541771ac05822f075e1b457cf8746b	40.0	39.0	38.0	0.0	0.0	37.0	71.0	0.0	64.0	53.0	0.0	74.0	0.0	84.0	66.0	0.0	0.0	107.0	73.0	17.0	15.0	0.0	0.0	77.0	0.0	61.0	0.0	0.0	0.0	87.0	24.0	51.0	0.0	45.0	0.0	0.0	29.0	0.0
5fa91ca070f2f4954f8fe0ee13b8c6bb	30.0	57.0	47.0	0.0	0.0	59.0	71.0	0.0	69.0	48.0	0.0	99.0	0.0	63.0	67.0	0.0	0.0	93.0	64.0	22.0	11.0	0.0	0.0	70.0	0.0	74.0	0.0	0.0	0.0	67.0	25.0	45.0	0.0	36.0	0.0	0.0	29.0	0.0
092da8b32ed508179c97c4e74cd49e1e	20.0	90.0	0.0	53.0	21.0	119.0	22.0	54.0	0.0	0.0	17.0	65.0	0.0	147.0	0.0	46.0	0.0	101.0	0.0	0.0	0.0	47.0	67.0	0.0	0.0	0.0	65.0	0.0	0.0	78.0	0.0	59.0	0.0	44.0	21.0	0.0	0.0	0.0
345bf6edfc01e2a9985feb500a4b0c6e	0.0	0.0	0.0	13.0	93.0	124.0	0.0	73.0	53.0	48.0	0.0	39.0	31.0	37.0	25.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	88.0	137.0	0.0	0.0	0.0	0.0	17.0	82.0	0.0	57.0	0.0	70.0	0.0	0.0	61.0	0.0
